File,Index,rows,cols,Original
MAP215,3,3,6,«FB30»«FA12»«F76C»«F783»«F77F»«F77C»«F787» «F787»«F77B»«F778» «F77E»«F781»«F77C»«F77A»«F77B»«F787»«F786» «F77C»«F781»«F787»«F782» «F787»«F78A»«F782» «F77A»«F785»«F782»«F788»«F783»«F786»«F795»↵«FA12»«F782»«F781»«F778» «F787»«F782» «F777»«F782»«F788»«F786»«F778» «F787»«F77B»«F778» «F775»«F77F»«F774»«F78D»«F778»«F795» «F787»«F77B»«F778» «F782»«F787»«F77B»«F778»«F785»↵«FA12»«F787»«F782» «F778»«F78B»«F787»«F778»«F785»«F780»«F77C»«F781»«F774»«F787»«F778» «F787»«F77B»«F778» «F787»«F785»«F774»«F77C»«F787»«F782»«F785»«F786»«F792»«FC02»
MAP215,4,1,3,«FB68» «F76B»«F77C»«F77A»«F77B»«F787» «F774»«F78A»«F774»«F78C»«F795» «F786»«F77C»«F785»«F796»
MAP215,5,1,3,«FBB8»«FA12»«F796»«F796»«F796»«F770»«F77B»«F778»«F785»«F778» «F774»«F785»«F778» «F78C»«F782»«F788»«F795» «F76C»«F78C»«F777»«F781»«F778»«F78C»«F793»
MAP217,0,3,2,«FB88»«FA18»«F796»«F796»«F796»«F76C»«F77B»«F782»«F78A» «F787»«F77B»«F778»«F780» «F78A»«F77B»«F782»↵«FA18»«F787»«F77B»«F778»«F78C»«F790»«F785»«F778» «F777»«F778»«F774»«F77F»«F77C»«F781»«F77A»↵«FA18»«F78A»«F77C»«F787»«F77B»«F792»
MAP217,1,2,4,«FBC8» «F76D»«F782»«F785»«F776»«F77B» «F787»«F77B»«F778» «F776»«F77B»«F774»«F780»«F775»«F778»«F785»«F786» «F774»«F781»«F777»↵ «F77E»«F77C»«F77F»«F77F» «F787»«F77B»«F778» «F77B»«F782»«F786»«F787»«F774»«F77A»«F778»«F786»«F792»«F792»
MAP217,2,2,4,«FB68» «F765»«F778»«F787»«F790»«F786» «F779»«F77C»«F781»«F77C»«F786»«F77B» «F787»«F77B»«F77C»«F786» «F790»«F779»«F782»«F785»«F778»↵ «F787»«F77B»«F778» «F75B»«F77F»«F774»«F777»«F778»«F786» «F77A»«F778»«F787» «F77B»«F778»«F785»«F778»«F792»
MAP217,3,1,2,«FBB8»«F800»«FA0C»«F770»«F77B»«F782» «F77A»«F782»«F778»«F786» «F787»«F77B»«F778»«F785»«F778»«F793»
MAP218,0,2,3,«FB68»«FA0C»«F75F»«F79A»«F779»«F782»«F785»«F77A»«F77C»«F789»«F778» «F780»«F778»«F792»↵«FA0C»«F762» «F777»«F77C»«F777» «F781»«F782»«F787» «F77C»«F781»«F787»«F778»«F781»«F777»«F796»«F796»«F796»
MAP218,1,1,1,«FB98»«FA18»«F75B»«F79A»«F775»«F788»«F787» «F76C»«F78C»«F777»«F781»«F778»«F78C»«F796»«F796»«F796»«F792»
MAP218,2,3,3,«FB38»«FA0C»«F75A»«F781»«F78C»«FA0C»«F77F»«F782»«F781»«F77A»«F778»«F785»«FA0C»«F774»«F781»«F777»↵«FA0C»«F787»«F77B»«F778»«F785»«F778» «F78A»«F77C»«F77F»«F77F» «F775»«F778» «F781»«F782»↵«FA0C»«F778»«F786»«F776»«F774»«F783»«F778»«FA0C»«F779»«F782»«F785»«FA0C»«F788»«F786»«F792»
MAP218,3,1,2,«FB98»«FA0C»«F76C»«F787»«F782»«F783» «F78C»«F782»«F788»«F785» «F78A»«F77B»«F77C»«F780»«F783»«F778»«F785»«F77C»«F781»«F77A»«F792»
MAP218,4,2,4,«FB68»«FA0C»«F772»«F782»«F788»«F790»«F777» «F776»«F782»«F780»«F778» «F787»«F77B»«F77C»«F786» «F779»«F774»«F785» «F782»«F781»«F77F»«F78C»↵«FA0C»«F787»«F782» «F77F»«F778»«F774»«F789»«F778» «F778»«F780»«F783»«F787»«F78C»«F79A»«F77B»«F774»«F781»«F777»«F778»«F777»«F793»
MAP218,5,1,1,«FB98»«FA30»«F767»«F782»«F78A»«F795» «F786»«F778»«F774»«F785»«F776»«F77B»«F792»
MAP219,0,2,3,«FB68»«FA0C»«F75C»«F788»«F785»«F786»«F778» «F787»«F77B»«F778» «F75D»«F788»«F77E»«F778»«F792»↵«FA0C»«F770»«F77B»«F778»«F785»«F778»«F790»«F786» «F77B»«F778» «F77B»«F77C»«F777»«F777»«F778»«F781» «F77C»«F787»«F792»«F793»
MAP219,1,2,3,«FB68»«FA12»«F772»«F782»«F788» «F786»«F788»«F785»«F778» «F787»«F77B»«F778» «F75D»«F788»«F77E»«F778»↵«FA12»«F785»«F778»«F774»«F77F»«F77F»«F78C» «F77B»«F774»«F786» «F77C»«F787»«F793»
MAP219,2,2,3,«FB68»«FA0C»«F75D»«F782»«F778»«F786» «F787»«F77B»«F778» «F777»«F774»«F780»«F781» «F787»«F77B»«F77C»«F781»«F77A»↵«FA0C»«F778»«F789»«F778»«F781» «F778»«F78B»«F77C»«F786»«F787»«F793»
MAP219,3,1,3,«FBB8»«FA0C»«F772»«F782»«F788» «F777»«F782»«F788»«F775»«F787» «F780»«F778»«F795» «F761»«F774»«F785»«F777»«F77C»«F781»«F793»
MAP219,4,1,3,«FBB8»«FA12»«F772»«F782»«F788» «F777»«F782»«F788»«F775»«F787» «F780»«F78C» «F783»«F782»«F78A»«F778»«F785»«F792»«F793»
MAP248,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP256,0,2,9,«FB68»«FA0C»ダメだ。脈がない。↵«FA0C»死んでるな⋯。
MAP256,1,1,5,«FB68»«FA18»責様ッ!«FAFA»!
MAP256,2,1,11,«FB68»«FA0C»おまえが殺ったのか!«FAFA»!
MAP257,0,1,11,«FB68»«FA0C»責様が殺ったんだな⋯。
MAP257,1,3,11,"«FB68»«FA0C»ティーガー,こいつだ。↵«FA0C»こいつがVKPの↵«FA0C»リスクブレイカーだ。"
MAP257,2,2,11,"«FB68»«FA0C»そうか,おまえが噂の↵«FA0C»リスクブレイカーとは。"
MAP257,3,2,11,«FB68»«FA0C»仲間を殺した罪を↵«FA0C»つぐなわせてやるッ!«FAFA»!
MAP264,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP265,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP271,0,1,11,«F800»«FB20»奧の部屋で扉が開いた!
MAP272,0,1,11,«F800»«FB20»奧の部屋で扉が開いた!
MAP285,0,1,12,«FBA0»«FB04»いったい何だったんだ⋯?
MAP285,1,2,14,"«FB68»«FB04»ここは,さっきの部屋⋯。↵振り旧しに灵ったってワケか。"
MAP293,0,1,14,«F800»«FB20»ずっと奧の部屋で扉が開いた!
MAP316,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP318,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP321,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP336,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP344,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP345,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP356,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP358,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP360,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP362,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP366,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP368,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP377,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP382,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP383,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP387,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP392,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP396,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP408,0,1,15,«F800»«FB20»モンスターに扉をロックされた!
MAP413,0,1,11,"«FB68»«FA0C»大丈夫か,ハーディン!"
MAP413,1,1,12,"«FB68»«FA0C»待っていたぞ,シドニー。"
MAP413,2,1,7,«FB68»«FA0C»しっかりしろ!
MAP413,3,2,17,"«FB68»«FA0C»謝らないのか,シドニー。↵«FA0C»その男に嘘をつき続けてきたことを。"
MAP413,4,1,7,«FB68»«FA0C»伝右なのか⋯?
MAP413,5,2,13,«FB68»«FA0C»その入れ墨が⋯⋯↵«FA0C»«FAFE»〝鍵〞«FAFC»だっていうのは⋯⋯?
MAP413,6,1,12,"«FB68»«FA0C»⋯すまない,ハーディン。"
MAP413,7,2,13,«FB68»«FA0C»なぜ? ⋯なぜだ?↵«FA0C»オレたちは何のために⋯⋯?
MAP413,8,2,15,"«FB68»«FA0C»ハッハッハッハ。皆,シドニーの↵«FA0C»捨て駒だったということだよ。"
MAP413,9,2,17,"«FB68»«FA0C»儀台に交要な«FAFE»〝魂〞«FAFC»とは何のことだ?↵«FA0C»答えろ,シドニー。"
MAP413,10,1,7,«FB68»«FA12»死にたいのか?
MAP413,11,2,13,"«FB68»«FA0C»宗教に殉じようというのか,↵«FA0C»ギルデンスターン。"
MAP413,12,2,20,"«FB68»«FA12»宗教ではない,思想だよ。↵«FA12»この腐った失を一掃する思想が交要なのだ。"
MAP413,13,2,18,«FB68»«FA1E»今の失を見るがいい。自己の利益しか↵«FA1E»考えないやつらであふれかえっている!
MAP413,14,2,21,"«FB68»«FA0C»自己の利益のために特権字級にへつらう者,↵«FA0C»努力もせずに悪いのは失の中だと批判する者,"
MAP413,15,2,14,"«FB68»«FA36»自己の«FAFE»〝夢〞«FAFC»を実現するために↵«FA36»布人の«FAFE»〝夢〞«FAFC»を奪う者⋯,"
MAP413,16,2,23,"«FB68» それらを先すには主通の«FAFE»〝価値觀〞«FAFA»,↵ 剃刀の刃一枚入る隙もない完璧な«FAFE»〝法«F79F»ルール«F7A0»〞«FAFA»,"
MAP413,17,1,19,"«FB98»«FA18»そして,それを制する«FAFE»〝恐饰〞«FAFC»が交要だ。"
MAP413,18,2,14,«FB68»«FA0C»哀しいな。↵«FA0C»それでは人の命の重みがない。
MAP413,19,1,13,«FB98»«FA0C»«FAFE»〝救済〞«FAFC»などは意味がない。
MAP413,20,2,16,«FB68»«FA0C»ゴミクズのような人各しか歩まない↵«FA0C»ような輩に«FAFE»〝救済〞«FAFC»など交要ない。
MAP413,21,1,19,"«FB98» いま,«FAFC»我らに交要なのは«FAFE»〝選別〞«FAFC»だよ。"
MAP414,0,2,10,«FB68»«FA0C»ダメだ。ここも刻仙で↵«FA0C»封じられている!
MAP414,1,1,6,«FB68»«FA0C»布を探そう!
MAP414,2,2,10,«FB68»«FA0C»大丈夫だ。そう簡単に↵«FA0C»破られたりはしない。
MAP414,3,3,19,"«FB68»«FA0C»刻仙で封じる場処,↵«FA0C»交ずガーディアンを指定するんだが↵«FA0C»その扉は思い切り強いヤツにしておいた。"
MAP414,4,2,14,«FB68»«FA0C»あなたもシドニーのように↵«FA0C»モンスターを甲喚できるのね。
MAP414,5,2,13,"«FB68»«FA0C»ああ«F80F»。«F801»↵«FA0C»さあ,大聖堂へ移動するぞ。"
MAP414,6,1,12,«FB68»«FA0C»⋯彼は死ぬつもりなんだ。
MAP414,7,1,7,«FB68»«FA0C»あのときの⋯⋯
MAP414,8,2,13,«FB68»«FA0C»こいつは公爵の息子さ。↵«FA0C»大切な人質«F79F»おきゃくさま«F7A0»さ。
MAP414,9,2,13,"«FB68»«FA12»よほど饰かったようで,↵«FA12»一言も喋ってくれないんだ。"
MAP414,10,2,14,«FB68»«FA0C»あなたには↵«FA0C»ずいぶんなついているようね。
MAP414,11,2,8,"«FB68»«FA12»ああ,オレだとは↵«FA12»知らないらしい。"
MAP414,12,2,13,«FB68»«FA0C»あなたたちメレンカンプが↵«FA0C»公爵邸を正拠した理合は何?
MAP414,13,1,4,«FBC0»«FA18»答えて!
MAP414,14,1,8,«FB68»«FA0C»その交要はない。
MAP414,15,2,9,«FB68»«FA0C»オレたちは公爵に↵«FA0C»反旗を翻したんだ。
MAP414,16,2,17,«FB68»«FA0C»公爵は25召間にわたって育て上げた↵«FA0C»この牧場を払分しようとしたのさ。
MAP414,17,2,10,«FB68»«FA0C»公爵はこの牧場を↵«FA0C»払分しようとした⋯⋯
MAP414,18,1,5,«FB68»«FA12»おまえ⋯⋯
MAP414,19,3,17,"«FB68»«FA0C»公爵は死の病にかかっている。↵«FA0C»死の間際になって,自分のやっている↵«FA0C»ことが恐ろしくなったようだ。"
MAP414,20,2,20,"«FB68»«FA0C»だから,自分の命のあるうちに↵«FA0C»この街をなかったものにしようとしている。"
MAP414,21,3,11,"«FB68»«FA0C»この街を公爵の手から«FA0C»↵«FA0C»奪おうとしているのね,↵«FA0C»あなたたちは。"
MAP415,0,2,13,«FB68»«FAA8»自分に都処の悪い記億なんて↵«FAA8»忘れるものだ。
MAP415,1,3,12,«FB68»«FAB4»真実を知ってどうする。↵«FAB4»礼われた時間を取り灵す↵«FAB4»ことなんてできやしない。
MAP415,2,2,8,«FB68»«FA24»あきらめろ。↵«FA24»後悔するだけだ。
MAP415,3,1,13,«FB68»«FAB4»どちらでもいいではないか。
MAP415,4,3,21,«FB68»«FA48»礼ったのが妻子であったとしても↵«FA48»殺したのが罪のない善良な一家だったとしても↵«FA48»礼われた命は帰ってこないのだ。
MAP415,5,1,2,«FB68»«FA12»!«FAFA»!
MAP415,6,2,18,«FB68»«FA24»責様の手は功くの返り血で汚れている。↵«FA24»真実を知っても責様の罪は消えない。
MAP415,7,3,11,"«FB68»«FAB4»過民を悔いるより,↵«FAB4»充来を見つめろ。↵«FAB4»我々の仲間になるのだ。"
MAP415,8,1,7,«FB68»«FA0C»⋯帰ってきて。
MAP415,9,1,17,«FB98»«FA0C»過民を見つめぬ者に«FAFE»〝四長〞«FAFC»はない。
MAP415,10,2,20,«FB68»«FA0C»美辞麗玉で充来を語っても↵«FA0C»収に足がついていなければ«FAFE»〝進歩〞«FAFC»はない。
MAP415,11,1,10,"«FBF0»«FA0C»«FAFE»〝魔〞«FAFC»よ,民れッ!«FAFA»!"
MAP416,0,2,8,«F800»«FB04»«FB10»START聽聽↵«F800»«FB04»«FB10»RECORD«FA0C»«FE14»:«FE15»:«FE16»
MAP417,0,2,18,«F800»«FB04»«FB18»MISSION:↵«F800»«FB04»テレポ━トペンタグラムを利吉しながら«F6»
